,Headline,Sentiment
592,51 migrants dead after being found inside sweltering semitruck in San Antonio with more hospitalized - CNN,-0.5
593,Ghislaine Maxwell Receives 20 Years for Aiding Epstein in Sex Trafficking: Live Updates - The New York Times,0.153846154
594,Sri Lanka v Australia: First Test LIVE updates from Galle International Stadium - Sydney Morning Herald,0.142857143
595,Chinese Spacecraft Captures Images of Whole Martian Surface - Asia Financial,0.0
596,Hit TV show had to turn down celebs - news.com.au,0.0
597,Good News! The Solar System Is Going to Hold Together For Now - ScienceAlert,0.375
598,ASX drops 0.9pc snaps 4-day winning streak - Markets - The Australian Financial Review,0.272727273
599,New Meghan pic reveals big problem - news.com.au,-0.142857143
600,Attorney-General considering abolishing AAT and starting from scratch - Sydney Morning Herald,0.0
601,King Creek NSW one of 170 regional property markets to record median price above $1 million - ABC News,0.0
602,2022 flu season report card indicates younger children are barring the worst of the winter lurgies - The Daily Advertiser,-0.384615385
603,Lead candidate for US trade role had offer retracted before John Barilaro's appointment - 9News,0.363636364
604,Bowen outlines government’s Climate Change Bill - Sky News Australia,0.0
605,Terrifying finding in Hannah’s inquest - news.com.au,-0.6
606,Gallery: Sega Shares Stunning New Screenshots Of Sonic Frontiers Out On Switch Holiday 2022 - Nintendo Life,0.416666667
607,Federal Court orders Origin Energy to pay $17 million penalty over breaching hardship obligations - ABC News,-0.538461538
608,Penny Wong: Australians right to be worried about China - The Australian Financial Review,-0.111111111
609,North Melbourne's appointments of Walsh Roos and Archer questioned - SEN,-0.125
610,Australia vs Sri Lanka first test live updates scores team lists announced Pat Cummins Mitchell Swepson Glenn Maxwell | news.com.au — Australia's leading news site - news.com.au,0.166666667
611,The physics of music - part 5 - The Science Show - ABC News,0.0
612,NSW government bows to union’s demands for train fleet changes in bid to stave off Sydney rail chaos - Sydney Morning Herald,-0.176470588
613,Blanc A Story of Unlikely Friends Is Going To Make Me Cry - Kotaku Australia,-0.25
614,Xiaomi 12S Ultra will have 1-inch Sony IMX989 camera sensor - GSMArena.com news - GSMArena.com,0.0
615,Facial Recognition—Now for Seals - Hakai Magazine,0.0
616,Apple's new MacBook has a fatal flaw - Creative Bloq,-0.428571429
617,Travis Barker Hospitalized in Los Angeles Wife Kourtney Kardashian by His Side: Report - Yahoo Canada,-0.166666667
618,NASA's Curiosity Rover Measures Key Life Ingredient on Mars for First Time - SciTechDaily,0.0
619,Man in life-threatening condition after being stabbed at Yonge-Dundas Square - CP24 Toronto's Breaking News,-0.2
620,What a relief: Blue Jays post walk-off win after beleaguered bullpen stumbles - Sportsnet.ca,0.4
621,B.C. bank robbery shootout leaves two suspects dead six officers injured - National Post,-0.538461538
622,‘Freedom’ protesters are angry and returning to Ottawa for Canada Day. Here’s what they have to say - Toronto Star,-0.272727273
623,Sony Reveals New ‘Inzone’ Range Of Gaming Monitors And Headphones - Forbes,0.0
624,Jan. 6 hearing: Trump was told protesters had weapons aide says - CTV News,-0.2
625,Scotiabank pausing Hockey Canada sponsorship - CTV News,0.0
626,U.S. expands eligibility for monkeypox vaccine will boost supply as cases grow - Global News,0.416666667
627,Blazers' Stankoven wins Player of the Year as CHL announces award winners - TSN,1.1
628,Pearson airport facing luggage 'challenges' | CTV News - CTV News Toronto,-0.1
629,2nd RCMP staffer suggests commissioner under political pressure after N.S. mass shooting - CBC.ca,-0.090909091
630,Daily poll: Who should replace John Horgan as Premier of British Columbia? - Vancouver Sun,0.0
631,Woody Allen to shoot his last film in Paris - Geo News,-0.125
632,Boris Johnson news – live: Raise military spend as 'world has 1930s feel' says senior Tory - The Independent,0.214285714
633,Celebrity Juice is ending after 14 years on air as Leigh Francis confirms two farewell specials - Daily Mail,0.230769231
634,Ukraine war: Zelenskyy releases video showing 'evidence' Russian missile hit shopping centre deliberately - Sky News,-0.133333333
635,Serena Williams 'can't answer' whether Harmony Tan loss will be last ever Wimbledon match - Express,-0.071428571
636,Three ways Man Utd's midfield could line up after Frenkie de Jong transfer - The Mirror,0.0
637,Recession worries weigh on markets; food prices drive up shop inflation – business live - The Guardian,-0.25
638,Falling NHS continuity of care poses 'existential threat' to patient safety - The Guardian,0.0
639,Arsenal news and transfers LIVE: Chelsea top Raphinha race Gabriel Jesus deal - Football.London,0.416666667
640,San Antonio trailer deaths – latest: Biden mourns 'horrifying and heartbreaking' loss as toll rises to 51 - The Independent,-0.923076923
641,Jan 6 hearing - live: Trump grabbed steering wheel and attacked Secret Service agent aide testifies - The Independent,0.071428571
642,Man charged with murder of Zara Aleena in London street - The Guardian,-0.5
643,Three men's deaths in Birmingham related to new synthetic drug - BBC,-0.222222222
644,'It was so Ghislaine': Maxwell delivers her sentencing swan song - Financial Times,-0.222222222
645,How a British man ended up on the FBI's 'Most Wanted' list for allegedly helping North Korea evade sanctions - Sky News,0.214285714
646,Travis Barker has been rushed to hospital in Los Angeles according to reports - Sky News,-0.2
647,Kelly Piquet likes a post defending Nelson Piquet despite racial slur against Sir Lewis Hamilton - Daily Mail,0.25
648,Deborah James: Bowel Babe podcaster and cancer campaigner dies aged 40 - The Independent,-0.4
649,Shedding light on reptilian health: Researchers investigate origins of snake fungal disease in US - Phys.org,0.083333333
650,Social media social good have promoted my brand says Italy based Nigerian rapper Jasperking - Vanguard,0.307692308
651,Actress Chacha Eke-Faani’s husband denies domestic violence allegations - Punch Newspapers,-0.7
652,EPL: Ten Hag gives new shirt numbers to two Man Utd players Head - Daily Post Nigeria,0.0
653,Masari APC VP candidate notifies INEC of his missing certificate - Tribune Online,-0.2
654,Arsenal star could get new role if Raphinha completes £65m transfer - and it's not Bukayo Saka - Football.London,0.0
655,Age of new CJN Olukayode Ariwoola seven major things to note about him - Premium Times,0.0
656,Terrorism charge: Why Court refused Nnamdi Kanu’s fresh request for bail - Vanguard,-0.545454545
657,2022 Hajj door shuts on intending pilgrims NAHCON pleads for understanding promises refund - Guardian Nigeria,0.083333333
658,Destructive firmware attacks pose a significant threat to businesses - Help Net Security,-0.1
659,House summons minister NIS NIMC chiefs over Ekweremadu's docking in UK - Guardian Nigeria,0.0
660,NGX halts gains as losses in MTNN 18 stocks drag indices by N86b - Guardian Nigeria,-0.181818182
661,Two Years After NUPRC Closes Out 2020 Marginal Oilfields Bid Round - THISDAY Newspapers,0.0
662,Commission cancels Niger Insurance Standard Alliance’s operational licences - Punch Newspapers,-0.1
663,Exercise restraint Buhari tells aggrieved senators - Punch Newspapers,0.0
664,Banditry: Matawalle insists residents must carry guns in self-defence The Nation Newspaper - The Nation Newspaper ,-0.090909091
665,Learn how the program protects newborns by screening for genetic and metabolic diseases - TDPel Media,0.0
666,Tyrell Malacia: Everything you need to know about Manchester United’s £15m transfer target - Vanguard,0.090909091
667,Grieving families speak as Timaru driver jailed for crash that killed 5 - 1News,-1.0
668,Māori All Blacks v Ireland: Live rugby updates - FMG Stadium Waikato in Hamilton - New Zealand Herald,0.142857143
669,One week Conor Farrow was playing rugby the next he's in ICU with Guillain-Barre syndrome - Kāpiti News,0.0
670,Woman shocked from touching electrocuted sister says 'the soles of my feet still hurt' 18 months later - Stuff,-0.333333333
671,Daniela Elser: New Meghan Markle picture reveals big problem with her latest move - New Zealand Herald,-0.071428571
672,Opinion: The inflation lesson we failed to learn from - New Zealand Herald,-0.25
673,Travis Barker rushed to hospital for unknown issue with Kourtney Kardashian at his side - Newshub,-0.2
674,Paul Cully: The key All Blacks selection issues for first Ireland test - Stuff,0.0
675,Dry Skin Skincare: Innovative New Launches That Deeply Hydrate - Grazia,0.333333333
676,Covid-19 flu health worker shortages - Minister Andrew Little says system as a whole is 'managing' - New Zealand Herald,-0.266666667
677,Nestlé buying up Taranaki honey business in health food deal - Stuff,0.0
678,Thousands eye up move to New Zealand after Supreme Court decision on abortion law - RNZ,0.363636364
679,Man accused of killing stranger granted community leave from mental health facility - Stuff,-0.454545455
680,Grocery diary behind mum-of-six's $4 family meals - New Zealand Herald,0.0
681,Baby's whānau 'stopped engaging' with hospital staff after head injury discovered - Stuff,-0.4
682,Covid-19 update: 7829 new community cases 15 new deaths - RNZ,-0.25
683,Auckland restaurant owner devastated at second fire in five weeks - 1News,-0.444444444
684,Experienced New Zealand sevens squads revealed for Commonwealth Games - Stuff,0.0
685,Waikato DHB urges continued immunisation efforts as fears grow of Covid-19 and flu co-infection - New Zealand Herald,-0.214285714
686,Veteran banker Wick Veloso to helm GSIS under Marcos Jr. admin - Philstar.com,-0.2
687,International electronic health record-derived post-acute sequelae profiles of COVID-19 patients | npj Digital Medicine - Nature.com,0.0
688,PNP COVID-19 tally now at 48901 with 13 new infections - GMA News Online,-0.25
689,Canada stun Türkiye in front of their home fans | volleyballworld.com - Volleyball World,0.777777778
690,After jeeps buses might soon halt operations next amid skyrocketing fuel price - Philstar.com,0.0
691,DC Worlds Collide: How to contact the customer support service - GamingonPhone,0.125
692,Commitments conflicts costs: PH foreign policy shift under Duterte - CNN Philippines,-0.1
693,Green wishlist: Climate environment issues that Marcos needs to address - Philstar.com,0.0
694,DFA halts NCR-West consular office ops for Marcos inauguration - GMA News Online,0.0
695,These are the most expensive places to work abroad in 2022 - CNBC,0.0
696,Logitech G's G535 LIGHTSPEED: The Light Wireless Headset Built with Neodymium Drivers - Tech Times,0.0
697,Morissette Amon Dave Lamar recall heavy rain during wedding on their 1st anniversary - INQUIRER.net,0.0
698,Russia-Ukraine war: Russian strike hits residential building in Mykolaiv; Nato to ratify Sweden and Finland 'as quickly as possible' – live - The Guardian,0.0625
699,Gunnar Henderson hits for cycle at Triple-A - MLB.com,0.0
700,New York Knicks Reportedly Eyeing Dejounte Murray And Jalen Brunson Backcourt - Fadeaway World,0.0
701,'AGT' opera singer shocks with Ariana Grande Stevie Nicks impression - USA TODAY,0.363636364
702,Indoor Spaces Awash In Sunlight How Google Welcomes Pandemic-Era Staff - NDTV,0.222222222
703,SEC issues revocation order vs Rappler in last 2 days of Duterte presidency - Rappler,0.0
704,How to access Crunchyroll Premium with Globe - Manila Bulletin,0.166666667
705,Clash of Titans (CoT) Titans Showdown 2022: Schedule Prize Pool and more - GamingonPhone,-0.222222222
706,best way to make money harem heroes - Asia Insurance Review,0.714285714
707,Ganciclovir eyedrops in CMV uveitis and endotheliitis | IDR - Dove Medical Press,0.0
708,NUS research brings new light to unsolved genetic diseases in children - NUS News,-0.090909091
709,Four-room HDB at Tiong Bahru View sold for $1.158 mil; buyer pays $158000 COV - EdgeProp Singapore,-0.083333333
710,From frontliners to families NDP 2022 to celebrate all Singaporeans who helped the country weather COVID-19 - CNA,0.5
711,'Very sensitive and allergic': Grab driver who dons respirator taking no chances - AsiaOne,-0.4
712,best ways to make money with your cricut - Asia Insurance Review,0.428571429
713,easiest way to make money in second life 2018 - Asia Insurance Review,0.0
714,dcuo how to make money 2018 - Asia Insurance Review,0.0
715,McDonald’s launches new limited-time only Chicken McCrispy Salt & Pepper - Confirm Good,0.4
716,South Korean office workers hit convenience stores as 'lunch-flation' bites - CNA,0.0
717,FSG may already be working on the perfect Mohamed Salah transfer plan for Liverpool next summer - Liverpool.com,0.153846154
718,Is it possible to wash 'dry clean only' clothes at home? Yes – here's how - Channel NewsAsia,0.3
719,Introducing Features to Quickly Find and Connect with Facebook Groups - Facebook,0.0
720,naruto clash of ninja 2 fastest way to make money - Asia Insurance Review,-0.25
721,Singapore to host first Tour de France street race event in Southeast Asia - TODAY,0.0
722,'Russian terror' killing innocent civilians Ukraine says; NATO reaches historic deal to expand further - CNBC,-0.285714286
723,Jalen Brunson expected to leave Mavericks signing with Knicks seen as ‘certainty’ - The Athletic,-0.1
724,Turkey Satisfied With Pledges From Finland and Sweden on Joining NATO - Bloomberg,0.375
725,Dame Deborah James: Cancer campaigner dies aged 40 - BBC,-0.5
726,Abandoned Texas trailer deadliest smuggling attempt in US history - USA TODAY,-0.2
727,Stock Market Today: Dow S&P Live Updates for Jun. 29 2022 - Bloomberg,0.222222222
728,Tesla closing a Silicon Valley office laying off 200 workers - Fox Business,0.0
729,Late Night TV Hosts React To “Truly Insane” Revelations About Trump’s Multiple Jan. 6-Related Meltdowns - Deadline,-0.142857143
730,5 takeaways from Tuesday's elections in Colorado Illinois and more - CNN,0.0
731,Mary Mara's family colleagues remember actress after her drowning death at 61 in upstate New York - Daily Mail,-0.307692308
732,Ginni Thomas lawyer questions need for her to testify before Jan. 6 panel - The Hill,-0.111111111
733,Travis Barker’s son Landon performs in NY with MGK amid dad’s hospitalization - Page Six,-0.166666667
734,Trump White House attorney disputes Cassidy Hutchinson's testimony about handwritten note - ABC News,-0.166666667
735,Serena Williams is out of Wimbledon but it was an epic incredible match against Harmony Tan - ESPN,0.2
736,Colorado GOP rejects candidates who back Trump election lie - The Associated Press - en Español,0.0
737,Top accounting firm fined $100 million after employees cheated on CPA exams - CNN,-0.3
738,Three Americans found dead at a Sandals in the Bahamas last month died due to carbon monoxide poisoning police say - CNN,-0.5
739,Illinois primary: Darren Bailey wins Illinois Republican nomination for governor - Chicago Tribune,0.363636364
740,Casten beats Newman in matchup of Dem incumbents in Illinois - POLITICO,-0.125
741,Anthony Albanese says free trade negotiations with Europe to resume within months after NATO sideline meeting - ABC News,0.066666667
742,NASA launches nanosatellite in preparation for lunar 'Gateway' station - Yahoo News Australia,0.2
743,Aussie star leaps into world title picture after all-out war against zombie-like rival - Fox Sports,-0.153846154
744,Enhancing Cohesion in Supercrystalline Nanocomposites - AZoNano,0.0
745,Women more likely to develop ‘long COVID’: Symptoms different from men - The New Daily,0.1
746,Inquest into murder of Hannah Clarke and her three children finds failure to protect young mum - 9News,-0.25
747,LIVE NOW: Watch the 2022 NAB AFLW Draft - AFLW,0.333333333
748,Australia news LIVE: Albanese meets leaders at NATO Summit NSW government agrees to union terms wants industrial action to end - Sydney Morning Herald,0.2
749,Study finds Omicron variant could break through vaccine protection more effectively than the Delta variant - News-Medical.Net,0.272727273
750,Councillor’s wife says son’s name on $35 million contract an ‘error’ ICAC hears - Sydney Morning Herald,-0.153846154
751,Ukraine blames Russian missile strike on residential building in Mykolaiv for three deaths - ABC News,-0.416666667
752,Tyro plunges as CEO jumps ship; ASX falls 0.9pc - The Australian Financial Review,-0.090909091
753,Chinese orbiter snaps all of Mars - The West Australian,0.0
754,Origin Energy hit with record fine for failing distressed customers - Sydney Morning Herald,-0.545454545
755,Peter Coaldrake report on accountability in Queensland public sector reveals issues with 'fearless advice' - ABC News,0.153846154
756,Former R&B star R Kelly facing sentencing over sex trafficking conviction - ABC News,-0.333333333
757,Immune Molecules From Llama Could Provide Protection Against Vast Array of SARS-like Viruses Including Covid Researchers Say - Mirage News,0.125
758,10 bikes with Shimano's new 105 Di2 electronic groupset - BikeRadar,-0.428571429
759,AOSSM Journals Receive Highest Impact Factors in Organization’s History - Newswise,0.0
760,A viral reprise: When COVID-19 strikes again and again - Star Tribune,-0.111111111
761,‘Sustained transmission’ of monkeypox will put vulnerable groups at risk WHO warns - Global News,-0.363636364
762,Can blood thinners help reduce symptoms of long Covid? - India TV News,0.1
763,Accounting firm EY to pay $100M US fine after auditors caught cheating on ethics exams - CBC News,-0.142857143
764,Sony's swanky PS5 monitors and headsets play nice with gaming PCs - PCWorld,0.5
765,Stroke treatment breakthrough found in heart attack drug: Canadian researchers | CTV News - CTV News Calgary,0.142857143
766,Raptors Rumors: VanVleet Young Boucher Bamba Gobert - hoopsrumors.com,0.0
767,NASA launches nanosatellite in preparation for lunar 'Gateway' station - Yahoo News Canada,0.2
768,Only Murders in the Building season 2 review: dying to live in New York - Polygon,-0.333333333
769,NATO invites Finland and Sweden to join alliance says Russia is a 'direct threat' - The Globe and Mail,0.0
770,Morning Coffee: NHL Draft Odds Shift Dramatically Following McKenzie's Final Rankings - TSN,-0.166666667
771,Former transit manager grilled over WhatsApp messages LRT testing changes - CBC.ca,0.0
772,Sports leaders top list of new Order of Canada appointees - CBC News,0.2
773,Travis Barker's daughter asks fans for prayers after drummer hospitalized - Toronto Sun,0.1
774,James Webb Space Telescope scientists prepare for 1st operational images: Listen in today - Space.com,0.083333333
775,B.C. crash victim reunited with the 'guardian angel' who saved her life - CBC.ca,-0.444444444
776,Air travel: More than half of flights cancelled delayed - CTV News,-0.25
777,Biden and NATO leaders prepare to beef up alliance forces and set the stage for Finland and Sweden to join their ranks - CNN,0.071428571
778,Wimbledon 2022 LIVE: Emma Raducanu out after straight sets defeat to Caroline Garcia before Andy Murray match - The Independent,0.076923077
779,Who is Nelson Piquet and what did he say about Lewis Hamilton?... - The Sun,0.0
780,Germany seizes three Gazprom tankers in new blow for Putin - live updates - The Telegraph,0.181818182
781,Britain to commit 1000 extra troops to Nato's defence of Estonia - The Guardian,0.125
782,Archie Battersbee parents win appeal to reconsider case - BBC,0.75
783,Paris attacks trial to conclude after 10 months of harrowing testimony - The Guardian,-0.125
784,Fuel thefts up 61% as UK petrol pump prices keep climbing - The Guardian,0.0
785,Everton transfer round-up: Frank Lampard wants Tottenham defender amid £100million offer claims - The Mirror,0.230769231
786,Zara Aleena: Man charged with murder and attempted rape and robbery of aspiring solicitor - The Independent,-0.727272727
787,Dame Deborah James: Tributes paid to 'unfalteringly brave' cancer campaigner - BBC,0.3
788,Sweden and Finland formally invited to join NATO as alliance tells Russia to withdraw from Ukraine 'immediately' - Sky News,-0.071428571
789,Denise Van Outen 'is dating a property developer' eight months after split from Eddie Boxshall - Daily Mail,0.0
790,What if a Mars rover landed in Leeds? Peter Mitchell's best photograph - The Guardian,0.333333333
791,Victoria Beckham slams Chris Evans for weighing her on TV weeks after giving birth - The Independent,-0.181818182
792,Frenkie de Jong Romelu Lukaku and Raphinha: The £390M domino effect that will shake up the window - Daily Mail,0.142857143
793,Dominic Raab criticises 'champagne socialist' Angela Rayner for going to opera - The Independent,-0.2
794,UK to impose steel import tariffs for another two years government says - The Guardian,0.1
795,Fashion blogger who caught monkeypox describes what it’s like to have virus - The Independent,0.0
796,Portal Modders Have Already Got Half-Life 2 Running On Switch - Nintendo Life,0.0
797,Putin is a lunatic with small man syndrome says Ben Wallace - The Times,-0.333333333
798,Alleged organ trafficking: FG hires lawyers to defend Ekweremadu - Vanguard,0.0
799,Regina Daniels welcomes second child on first son’s birthday - Punch Newspapers,0.2
800,Increasing the resilience of plant immunity to a warming climate - Nature.com,0.571428571
801,Norovirus could spread through saliva: a new route for infection? - Nature.com,-0.285714286
802,Fayose shuns Atiku PDP to support southern presidential candidate - Guardian Nigeria,0.2
803,Bandits kill JTF Commander kidnap 16 others in Kaduna The Nation Newspaper - The Nation Newspaper ,-0.454545455
804,How global fintech charted a positive course during COVID-19 - World Economic Forum,0.2
805,Actress Chacha Eke-Faani's Husband Denies Domestic Violence Allegations - Guardian Nigeria,-0.7
806,Court stops Oyo House of Assembly from impeaching deputy governor - Nairametrics,-0.444444444
807,22 aggrieved Senators: APC group lauds Orji Kalu for stopping defection - Vanguard,-0.4
808,2023: I’m praying fasting to receive God’s approval to support Atiku – Ortom - Daily Post Nigeria,0.5
809,Illinois primary stunners and head-turners- POLITICO - POLITICO,0.0
810,Lautaro Martinez leaving Inter makes no sense – Agent - Vanguard,-0.111111111
811,Serena Loses In Wimbledon Comeback As Nadal Digs Deep - Channels Television,-0.333333333
812,War: Occupied Ukrainian city planning referendum to join Russia – Stremoussov raises alarm - Daily Post Nigeria,-0.214285714
813,Knocks praises as Yoruba actors openly endorse Tinubu - Punch Newspapers,0.555555556
814,New Brain Area Linked to Cocaine Addiction in Rats - Technology Networks,0.0
815,Ogun Workers are Right to Demand their Entitlements Says PDP Chieftain - THISDAY Newspapers,0.2
816,Romelu Lukaku: Chelsea striker arrives in Milan to seal Inter Milan loan deal - Sky Sports,-0.153846154
817,Nigeria other ECOWAS members secure $2m grant for electricity reforms - Guardian Nigeria,0.3
818,Falling stardust wobbly jets explain blinking gamma ray bursts - Phys.org,-0.1
819,Snap debuts Snapchat+ paid subscription for power users - The Verge,0.25
820,Air force Boeing planes record six safety incidents thousands of mechanical failures - Stuff,-0.166666667
821,Watch: Māori All Blacks' emotional tribute to late rugby star Sean Wainui his widow and children - New Zealand Herald,0.066666667
822,Jacinda Ardern expected to speak on climate change and the Pacific at Nato summit - Stuff,0.0
823,Country Calendar's Lake Hawea Station episode criticised online - New Zealand Herald,-0.181818182
824,Hawke's Bay rebuff tricky South Canterbury challenge to retain Ranfurly Shield - Stuff,-0.181818182
825,Crown firearm expert: Dale Watene shot no closer than 80cm - Stuff,0.0
826,Family of teen killed in Timaru crash says driver's punishment won't be enough - RNZ,-0.583333333
827,Popular Christchurch pub demolished - Otago Daily Times,0.428571429
828,TVNZ presenter Renee Wright shares adorable photos of new baby - New Zealand Herald,0.333333333
829,Stephen Perofeta extends time in New Zealand for another three years - Stuff,0.111111111
830,COVID-19: Person in their 20s among 15 deaths 7829 community cases - Newshub,-0.25
831,Joy takes oath; Quezon City gets top compliance mark from COA - Philstar.com,0.454545455
832,Rainy across Philippines as Caloy enhances habagat - Philstar.com,-0.142857143
833,Developing ESG Strategy Is Hard But Executing It Is Even Harder - SPONSOR CONTENT FROM DAGGERWING GROUP - HBR.org Daily,-0.076923077
834,DFA suspends operations in Pasay City TOPS for Marcos' inauguration - GMA News Online,0.090909091
835,Metro Manila COVID growth rate dips could peak by July – OCTA - INQUIRER.net,0.2
836,NASA launches nanosatellite in preparation for lunar 'Gateway' station - Yahoo Philippines News,0.2
837,Pope Francis congratulates offers prayers for Marcos - ABS-CBN News,0.25
838,EJ Obiena scores gold in return from Covid-19 scare - pna.gov.ph,0.0
839,Poll body to abide by SC TRO on P3PWD party-list - pna.gov.ph,0.0
840,Jamie Malonzo cleared by FIBA to play for Gilas Pilipinas as local - Rappler,0.333333333
841,conan emberlight how to get rich compost - Asia Insurance Review,0.285714286
842,Gastric sleeve surgery: Recovery cost complications and more - Medical News Today,-0.222222222
843,BTS V aka Kim Taehyung avoids reporters and fans for THIS reason? Insider reveals airport fracas deets - Bollywood Life,0.125
844,Philippines Open to Jumbo Hikes to Aid Peso New BSP Chief Says - Bloomberg,0.0
845,SEC ruling on Rappler shutdown not press freedom suppression - pna.gov.ph,-0.222222222
846,Mars to soon reveal the secret behind the STRANGE double-impact asteroids - HT Tech,-0.1
847,Taiwan rebuffs Philippines complaint about South China Sea live fire drills - Rappler,-0.181818182
848,The 25th Anniversary of the Handover of Hong Kong - The Washington Post,0.0
849,Jose Calida is Marcos' COA chair - Rappler,0.0
850,CNA Explains: Where are mortgage rates in Singapore headed and what should home owners do? - CNA,0.0
851,VR apps: Developers compare Meta to Apple accuse it of hypocrisy - 9to5Mac,-0.222222222
852,China's easing COVID-19 curbs spark travel inquiry surge and caution - CNA,0.3
853,Three town councils marked down for arrears management in service and conservancy charges: MND - The Straits Times,-0.153846154
854,Famed Peruvian chef couple Virgilio Martinez and Pia Leon of Central to run three-month residency - The Straits Times,0.071428571
855,best ways to make the most money with your blog - Asia Insurance Review,0.428571429
856,apps to make money online in south africa - Asia Insurance Review,0.0
857,Research brings new light to unsolved genetic diseases in children - Mirage News,-0.1
858,Singapore's US$40 billion mega-port takes aim at shipping chaos - Yahoo,0.0
859,New Chelsea owner Todd Boehly may want to trade players but here's why it doesn't happen in soccer - ESPN,0.0625
860,Man to be charged after alleged stabbing incident at Bedok Reservoir Road - The Straits Times,-0.6
861,Ukraine-Russia War Latest News: Moscow Pledges Response to U.S. Military Expansion - The Wall Street Journal,0.153846154
862,Oil prices rise for fourth day on supply worries - Reuters.com,-0.25
863,Margaret Keane ‘big eyes’ artist dies aged 94 - The Guardian,-0.25
864,Powell Says Fed Must Accept Higher Recession Risk to Combat Inflation - The Wall Street Journal,-0.333333333
865,NATO deal between Turkey Sweden and Finland brings home wins for Erdogan — and a possible F-16 breakthrough - CNBC,0.538461538
866,Nuggets-Wizards trade: Denver acquires Kentavious Caldwell-Pope Ish Smith in four-player deal per report - CBS Sports,0.0
867,Yellowstone bison gores Colorado man near Old Faithful in second recent attack park says - The Washington Post,0.133333333
868,Bed Bath & Beyond's CEO is out as sales tumble - CNN,0.0
869,What next for Serena Williams after her gutsy first-round exit at Wimbledon? - CNN,0.0
870,Anna Kendrick and Bill Hader break up: report - Page Six,0.0
871,Dick Durbin says the horrifying deaths of migrants found in a tractor trailer should be an “Uvalde moment” for immigration reform. - POLITICO,-0.642857143
872,Brutal killing caught on camera stokes religious tensions in India - CNN,-0.777777778
873,50 Greatest Superhero Movies of All Time - Rolling Stone,0.5
874,Five plotlines for the NBA offseason: Kyrie’s future and exits at Warriors - The Guardian,0.0
875,Russian missiles rain down on Ukraine as West pledges enduring support - Reuters,0.2
876,NBA free agency 2022 - Tradable contracts and draft picks for all 30 teams - ESPN,0.111111111
877,Exclusive First Look At Atari 50: The Anniversary Celebration - Game Informer,0.625
878,15 Years Ago Today the iPhone Went On Sale - MacRumors,0.0
879,Police: Father fatally shoots himself after leaving son alone in hot car - WPLG Local 10,-0.636363636
880,Antibiotic-resistant strains of typhoid bacteria continue to spread out of South Asia - News-Medical.Net,0.0
881,Live breaking news: R. Kelly sentenced over sex trafficking; Rare sentence handed to Paris terrorist; Australia facing eight-day rain event; NATO declares China a threat at summit - 9News,-0.25
882,Pokémon Go developer Niantic cancels four projects and lays off more than 80 people - The Verge,-0.090909091
883,QLD family 'suffer' after developer Highway Developments No 1 rips dream home away | news.com.au — Australia's leading news site - news.com.au,-0.294117647
884,Prank that landed star in ‘chats’ with bosses - news.com.au,0.0
885,Sydney news: Teachers set to strike in city today against 'insulting' 3 per cent pay rise - ABC News,-0.2
886,Australia about to be hit with eight-day rain event flooding 'likely' across two states - 9News,0.181818182
887,Sources: Unity Laying Off Hundreds Of Staffers - Kotaku,0.0
888,Nier: Automata’s Native Nintendo Switch Port Has Kingdom Hearts Fans Fuming - Kotaku Australia,0.083333333
889,Paris attacks: Lone surviving terrorist gets life in prison without parole - 9News,-0.454545455
890,Centrelink 100 points system for jobseekers set to come into effect on July 4 - 7NEWS,0.25
891,NATO formally declares China a ‘threat’ boosts troops fearing Russian expansion - Sydney Morning Herald,-0.230769231
892,AEMO calls for urgent investment in key projects to shore up electricity supply - ABC News,-0.090909091
893,Monkeypox cases reported in children: WHO - The West Australian,0.0
894,Sea Dragons Are Incredibly Strange Creatures And We May Finally Know Why - ScienceAlert,-0.1
895,NASA rocket to launch from Arnhem Land - Central Queensland Today - CQ Today,0.1
896,Djokovic eases into third round with win over Thanasi Kokkinakis - Wide World of Sports,0.6
897,NATO calls Russia its 'most significant and direct threat' as Spain summit begins - 9News,-0.090909091
898,The U.S. Is Rolling Out Monkeypox Vaccines to the Public - Gizmodo Australia,0.285714286
899,The Rings of Uranus and Neptune Could Help map Their Interiors - Universe Today,0.25
900,Medical study says established heart drug good for strokes too - Global News,0.3
901,Blair says he never interfered in N.S. shooting investigation as more allegations emerge - CBC News,-0.5
902,Canada Day Ottawa: Motor vehicle control zone comes into effect | CTV News - CTV News Ottawa,0.142857143
903,2022-06-29 | NDAQ:RKLB | Press Release | Rocket Lab USA Inc. - Stockhouse,0.0
904,Regis Korchinski-Paquet's family files $10M civil lawsuit in connection with her death - CBC.ca,-0.4
905,Webb telescope: NASA to reveal deepest image ever taken of Universe - RFI English,0.0
906,Atari Teams With Digital Eclipse for 50th Anniversary Retro Collection - ComingSoon.net,0.0
907,Feeling vexed by long COVID? Treatment may soon be available - Burnaby Now,-0.222222222
908,R. Kelly sentenced to 30 years in prison for sex trafficking racketeering - CBC News,-0.4
909,WHO warns of monkeypox risk to kids pregnant people if spread continues - CBC News,-0.4
910,Lone surviving attacker in 2015 Paris terror attacks sentenced to life in prison - CBC News,-0.818181818
911,Tim Hortons suspending World Juniors sponsorship over sexual assault allegations - The Globe and Mail,-0.454545455
912,Winnipeg police: Dog shot two suspects wanted | CTV News - CTV News Winnipeg,0.0
